"","probs","quinteto","Year","Player"
"2681",0.132189139585595,0,2016,"Richard Jefferson"
"1110",0.13174929752932,0,2016,"Al-Farouq Aminu"
"2831",0.130656269259427,0,2016,"Orlando Johnson"
"1481",0.130349528109801,0,2016,"Jeremy Evans"
"4331",0.128638813629553,0,2016,"Bobby Portis"
"2401",0.128533455479268,0,2016,"Ryan Hollins"
"4051",0.127538336829603,0,2016,"Steve Novak"
"5271",0.127058906081658,0,2016,"Myles Turner"
"1931",0.125459926916993,0,2016,"Gerald Green"
"711",0.12454968943039,0,2016,"Chase Budinger"
"3501",0.123156479075355,0,2016,"Ray McCallum"
"3010",0.123146895466001,0,2016,"D.J. Augustin"
"2861",0.123133412467708,0,2016,"Tyler Johnson"
"2961",0.122907736512117,0,2016,"Frank Kaminsky"
"1871",0.122605424303185,0,2016,"Jerian Grant"
"5221",0.121886689176898,0,2016,"Anthony Tolliver"
"4841",0.121517903054744,0,2016,"J.R. Smith"
"3061",0.12065070081262,0,2016,"Kyle Korver"
"4431",0.120531385762015,0,2016,"Julius Randle"
"3171",0.119810370084539,0,2016,"Courtney Lee"
"3901",0.119306354081942,0,2016,"Emmanuel Mudiay"
"3921",0.117719503345688,0,2016,"Xavier Munford"
"5751",0.117687633404403,0,2016,"Nick Young"
"3931",0.117015065760839,0,2016,"Mike Muscala"
"3871",0.11530607789808,0,2016,"Anthony Morrow"
"5681",0.114929928374057,0,2016,"Christian Wood"
"2810",0.114554326272293,0,2016,"Omer Asik"
"3141",0.113049620184567,0,2016,"Ty Lawson"
"5521",0.11154323558916,0,2016,"Sonny Weems"
"4910",0.110932515452725,0,2016,"Anthony Bennett"
"4810",0.110507563865269,0,2016,"Marco Belinelli"
"4361",0.110495012039265,0,2016,"Norman Powell"
"4310",0.110183334820059,0,2016,"Jerryd Bayless"
"2691",0.109240644711256,0,2016,"John Jenkins"
"910",0.108793536404301,0,2016,"Lavoy Allen"
"1021",0.108212346710499,0,2016,"Pat Connaughton"
"3071",0.108174824137722,0,2016,"Kosta Koufos"
"5410",0.10703515753524,0,2016,"DeJuan Blair"
"1921",0.106596344355809,0,2016,"Erick Green"
"3310",0.105006672086299,0,2016,"Luke Babbitt"
"1611",0.10421691949522,0,2016,"Tim Frazier"
"3291",0.103413277992754,0,2016,"Kevon Looney"
"3671",0.103098909661123,0,2016,"Jordan Mickey"
"2751",0.102609551695037,0,2016,"Jonas Jerebko"
"2321",0.102341909913451,0,2016,"Darrun Hilliard"
"4171",0.101775310318795,0,2016,"Jabari Parker"
"4321",0.101549167021925,0,2016,"Otto Porter"
"2701",0.100118662670517,0,2016,"John Jenkins"
"1810",0.0998692734728241,0,2016,"Justin Anderson"
"731",0.0987779265661237,0,2016,"Chase Budinger"
"971",0.0978708765599073,0,2016,"Jordan Clarkson"
"4291",0.0969288797409511,0,2016,"Tibor Pleiss"
"4271",0.0967982534521454,0,2016,"Kendrick Perkins"
"3221",0.0959342772542761,0,2016,"Alex Len"
"4100",0.0954029323550387,0,2016,"Arron Afflalo"
"2311",0.0952703967722894,0,2016,"Solomon Hill"
"1901",0.0951124830444018,0,2016,"Erick Green"
"1251",0.0947524883183571,0,2016,"Matthew Dellavedova"
"1561",0.0944248272651055,0,2016,"Evan Fournier"
"5471",0.0929643442983415,0,2016,"Briante Weber"
"3161",0.0918103748132694,0,2016,"Courtney Lee"
"4641",0.0897467709436673,0,2016,"Robert Sacre"
"2371",0.0891064544117868,0,2016,"Justin Holiday"
"1151",0.0882079828000481,0,2016,"Jared Cunningham"
"2821",0.0877311117967819,0,2016,"Orlando Johnson"
"5451",0.087372789373365,0,2016,"T.J. Warren"
"3810",0.086799954224921,0,2016,"Harrison Barnes"
"2051",0.0864396354094037,0,2016,"Tim Hardaway"
"5481",0.0860110719776838,0,2016,"Briante Weber"
"2441",0.0859362521185641,0,2016,"Richaun Holmes"
"1081",0.085826496171765,0,2016,"Robert Covington"
"5511",0.0848643723865147,0,2016,"Sonny Weems"
"691",0.0845554710876459,0,2016,"Markel Brown"
"3421",0.0831796212015445,0,2016,"Jarell Martin"
"2601",0.0829324381985608,0,2016,"Joe Ingles"
"2921",0.0824054108154974,0,2016,"Tyus Jones"
"2431",0.0816716095232627,0,2016,"Rondae Hollis-Jefferson"
"4531",0.0814554013739668,0,2016,"Glenn Robinson"
"1571",0.0799804924486795,0,2016,"Randy Foye"
"821",0.0798203745616808,0,2016,"Kentavious Caldwell-Pope"
"3801",0.079773272962176,0,2016,"Luis Montero"
"2411",0.0787656059184785,0,2016,"Ryan Hollins"
"4591",0.0774798673848959,0,2016,"Terry Rozier"
"5621",0.0771553101112487,0,2016,"Elliot Williams"
"4631",0.0767752107585014,0,2016,"D'Angelo Russell"
"3100",0.0763323389818505,0,2016,"Steven Adams"
"3121",0.0760132556789263,0,2016,"Zach LaVine"
"741",0.0753891015806594,0,2016,"Reggie Bullock"
"5310",0.075272595325239,0,2016,"Tarik Black"
"3561",0.074338706918587,0,2016,"K.J. McDaniels"
"4951",0.0740183148516454,0,2016,"Lance Stephenson"
"1231",0.0736659479461634,0,2016,"Bryce Dejean-Jones"
"941",0.0731043860063439,0,2016,"Rakeem Christmas"
"1341",0.0723805292658097,0,2016,"Jared Dudley"
"1351",0.0714144456677944,0,2016,"Duje Dukan"
"1100",0.0710073256784529,0,2016,"Quincy Acy"
"3031",0.0702360957163318,0,2016,"Sean Kilpatrick"
"2841",0.070185173913214,0,2016,"Orlando Johnson"
"2710",0.0698279995902049,0,2016,"Darrell Arthur"
"5501",0.0696507306918813,0,2016,"Sonny Weems"
"4401",0.0691662404305734,0,2016,"Ronnie Price"
"1471",0.0687489793095488,0,2016,"Tyler Ennis"
"4581",0.0684344148019411,0,2016,"Terrence Ross"
"4021",0.067300699401104,0,2016,"Lucas Nogueira"
"4791",0.0666922570641961,0,2016,"Marcus Smart"
"3811",0.0665400137547276,0,2016,"E'Twaun Moore"
"1411",0.0662779260587642,0,2016,"Wayne Ellington"
"653",0.065032076847454,0,2016,"Corey Brewer"
"1861",0.0649723364006393,0,2016,"Jerami Grant"
"891",0.0647751397952237,0,2016,"Willie Cauley-Stein"
"2381",0.0639603398928281,0,2016,"Justin Holiday"
"4231",0.0616547562760265,0,2016,"Adreian Payne"
"3461",0.0611586087343736,0,2016,"Wesley Matthews"
"3341",0.0611469716309037,0,2016,"Trey Lyles"
"4541",0.061089593176101,0,2016,"Nate Robinson"
"2071",0.0610007907321458,0,2016,"Maurice Harkless"
"5251",0.0603331829651652,0,2016,"P.J. Tucker"
"2611",0.0602661474811981,0,2016,"Damien Inglis"
"1641",0.0599002638155457,0,2016,"Jimmer Fredette"
"1061",0.0585819882790741,0,2016,"Bryce Cotton"
"4161",0.0581043454578511,0,2016,"Kostas Papanikolaou"
"1911",0.0579738857686368,0,2016,"Erick Green"
"2091",0.0578613861852771,0,2016,"Montrezl Harrell"
"2871",0.0576754293349252,0,2016,"Wesley Johnson"
"5010",0.05716060547354,0,2016,"Patrick Beverley"
"4801",0.0555943626863286,0,2016,"Greg Smith"
"3391",0.0555343893210982,0,2016,"Devyn Marble"
"5121",0.0551641236892376,0,2016,"Lance Thomas"
"1701",0.0550041108148877,0,2016,"Langston Galloway"
"4611",0.0548912288528692,0,2016,"Damjan Rudez"
"1391",0.0545339347846943,0,2016,"Cleanthony Early"
"831",0.0538889527802048,0,2016,"Isaiah Canaan"
"1141",0.052978230233288,0,2016,"Jared Cunningham"
"3981",0.0517966000029403,0,2016,"Raul Neto"
"2491",0.0514398653812583,0,2016,"Josh Huestis"
"2081",0.0511448965611477,0,2016,"Justin Harper"
"1131",0.051140087564088,0,2016,"Jared Cunningham"
"2021",0.0507194080012955,0,2016,"P.J. Hairston"
"4201",0.0499745983416617,0,2016,"Lamar Patterson"
"3821",0.0489197678304368,0,2016,"Eric Moreland"
"4481",0.048353477927308,0,2016,"Austin Rivers"
"4211",0.0477219522322912,0,2016,"Patrick Patterson"
"3471",0.0475164567454459,0,2016,"O.J. Mayo"
"5210",0.0471286617748569,0,2016,"Nemanja Bjelica"
"2981",0.0468424352783883,0,2016,"Sergey Karasev"
"4981",0.0436384329983435,0,2016,"Alex Stepheson"
"5421",0.0423891220982989,0,2016,"Dion Waiters"
"2771",0.0420155752775001,0,2016,"Chris Johnson"
"2541",0.0419965388046275,0,2016,"R.J. Hunter"
"5710",0.0414452515595917,0,2016,"Bojan Bogdanovic"
"3551",0.0412476804621373,0,2016,"Chris McCullough"
"3241",0.0406648367621028,0,2016,"Meyers Leonard"
"4421",0.0404437893408956,0,2016,"Tayshaun Prince"
"4661",0.0398109483872647,0,2016,"JaKarr Sampson"
"1041",0.039661550234139,0,2016,"Bryce Cotton"
"4741",0.0392873543616135,0,2016,"Iman Shumpert"
"2510",0.0376539200222857,0,2016,"Keith Appling"
"1710",0.0372745900958446,0,2016,"James Anderson"
"1051",0.0365089433188699,0,2016,"Bryce Cotton"
"3941",0.0356892208192284,0,2016,"Larry Nance"
"5091",0.0342359895190642,0,2016,"Garrett Temple"
"4471",0.0327790526914388,0,2016,"Josh Richardson"
"2241",0.0309625716435748,0,2016,"Roy Hibbert"
"6010",0.0308716764009255,0,2016,"Devin Booker"
"2161",0.0308230662990151,0,2016,"Aaron Harrison"
"5011",0.0303651487111546,0,2016,"Jarnell Stokes"
"3571",0.0302792380175193,0,2016,"Doug McDermott"
"810",0.0298136573054837,0,2016,"Cliff Alexander"
"2111",0.0289081705602819,0,2016,"Gary Harris"
"4671",0.0279412297678047,0,2016,"JaKarr Sampson"
"4081",0.0277086910697578,0,2016,"J.J. O'Brien"
"5231",0.0271607755536403,0,2016,"Axel Toupane"
"3481",0.0263355376343394,0,2016,"Luc Mbah"
"4141",0.0226259374684505,0,2016,"Kelly Oubre"
"1091",0.0220974015409224,0,2016,"Allen Crabbe"
"2011",0.0219692420300404,0,2016,"P.J. Hairston"
"4931",0.0209807072287568,0,2016,"Nik Stauskas"
"2851",0.0191934459309773,0,2016,"Stanley Johnson"
"4771",0.0189051583290747,0,2016,"Kyle Singler"
"4901",0.0185368037231134,0,2016,"Tony Snell"
"1441",0.0178657816832814,0,2016,"James Ennis"
"2231",0.0177325052136474,0,2016,"Mario Hezonja"
"4491",0.0176910241022061,0,2016,"Andre Roberson"
"4651",0.0175168056959102,0,2016,"JaKarr Sampson"
"1211",0.0173373352989097,0,2016,"Branden Dawson"
"671",0.0168430541716371,0,2016,"Anthony Brown"
"4091",0.0166191874996833,0,2016,"Johnny O'Bryant"
"5731",0.0158850983782235,0,2016,"James Young"
"2001",0.0143148469143993,0,2016,"P.J. Hairston"
"801",0.0138394484672791,0,2016,"Bruno Caboclo"
"3601",0.0138283083498458,0,2016,"Ben McLemore"
"1241",0.0135413317548183,0,2016,"Sam Dekker"
"5381",0.0112671256471932,0,2016,"Noah Vonleh"
"1121",0.0109034536343816,0,2016,"Dante Cunningham"
"1751",0.0106640558758399,0,2016,"Alonzo Gee"
"5131",0.0098920380030804,0,2016,"Hollis Thompson"
"5661",0.00714792202102604,0,2016,"Justise Winslow"
"5361",0.00521199808250458,0,2016,"Rashad Vaughn"
"5592",99.9735176837662,1,2017,"Russell Westbrook"
"2112",99.6863280390961,0,2017,"James Harden"
"2702",98.0491725170422,1,2017,"LeBron James"
"802",90.1243671971597,0,2017,"Jimmy Butler"
"1232",88.8463857112703,0,2017,"Anthony Davis"
"3192",86.6231306311673,1,2017,"Kawhi Leonard"
"5172",86.0466081154567,0,2017,"Isaiah Thomas"
"5512",85.1270242282852,0,2017,"John Wall"
"1442",83.5691500199538,1,2017,"Kevin Durant"
"1112",77.2794418178664,1,2017,"DeMarcus Cousins"
"1212",73.4099531560172,1,2017,"Stephen Curry"
"1312",71.9331556907793,0,2017,"DeMar DeRozan"
"2012",69.9559887905438,0,2017,"Giannis Antetokounmpo"
"4272",67.7731635625348,1,2017,"Chris Paul"
"3262",62.3317479354845,1,2017,"Damian Lillard"
"1062",47.2510630777977,0,2017,"Mike Conley"
"1782",36.4641858078581,0,2017,"Marc Gasol"
"5302",34.9781101151861,0,2017,"Karl-Anthony Towns"
"2262",32.7272653869099,0,2017,"Gordon Hayward"
"5502",30.6843570711513,0,2017,"Kemba Walker"
"2072",30.0876794360947,0,2017,"Blake Griffin"
"3342",29.362909914158,1,2017,"Kyle Lowry"
"1792",25.075077640621,0,2017,"Pau Gasol"
"5622",24.7718430656255,0,2017,"Hassan Whiteside"
"1902",24.2904910897571,0,2017,"Rudy Gobert"
"5482",24.173781143496,0,2017,"Dwyane Wade"
"5722",22.649161825799,0,2017,"Lou Williams"
"2652",21.0568161337177,0,2017,"Kyrie Irving"
"2502",19.8477946141489,0,2017,"Dwight Howard"
"5732",19.2643177131302,0,2017,"Lou Williams"
"4552",18.6966106998145,0,2017,"Zach Randolph"
"5132",17.148688520692,0,2017,"Jeff Teague"
"2942",16.8343824882905,1,2017,"DeAndre Jordan"
"5513",16.2818925298863,0,2017,"Eric Bledsoe"
"1372",15.3952905852738,0,2017,"Goran Dragic"
"3722",14.8000569939359,0,2017,"Paul Millsap"
"3332",13.9592729381934,0,2017,"Kevin Love"
"912",13.0884187783043,1,2017,"LaMarcus Aldridge"
"2852",12.532644356506,0,2017,"Nikola Jokic"
"3112",9.23412831552194,0,2017,"J.J. Barea"
"1132",8.3405959052982,1,2017,"DeMarcus Cousins"
"3312",7.83923911812649,0,2017,"Brook Lopez"
"2862",7.77442007525506,0,2017,"Dahntay Jones"
"4042",7.73842815081703,0,2017,"Dirk Nowitzki"
"1832",6.86556936250803,1,2017,"Paul George"
"2113",6.72455216156656,0,2017,"Carmelo Anthony"
"1382",6.57683560100521,1,2017,"Andre Drummond"
"1492",6.28232506317605,0,2017,"Joel Embiid"
"3812",6.26953889883606,0,2017,"Nicolas Batum"
"2482",6.24667848490408,0,2017,"Al Horford"
"5462",4.75933398661931,0,2017,"Nikola Vucevic"
"3272",4.75590488935185,0,2017,"Jeremy Lin"
"3742",4.5888377263683,0,2017,"Greg Monroe"
"2032",4.47519291998614,1,2017,"Draymond Green"
"2972",4.38768146440959,0,2017,"Enes Kanter"
"2392",4.34908344352782,0,2017,"George Hill"
"3412",3.87008872393601,0,2017,"Boban Marjanovic"
"4802",3.67601447482957,0,2017,"Dennis Schroder"
"2432",3.63382792136623,0,2017,"Jrue Holiday"
"1892",3.52070452833969,0,2017,"Manu Ginobili"
"5582",3.51347590739666,0,2017,"David West"
"3172",3.42809639918684,0,2017,"David Lee"
"5362",3.38459695492277,0,2017,"Beno Udrih"
"4672",3.16949982633566,0,2017,"Derrick Rose"
"5672",2.969744022591,0,2017,"Deron Williams"
"4212",2.92390119010919,0,2017,"Bradley Beal"
"3482",2.80829876099781,0,2017,"C.J. McCollum"
"2792",2.64766346698914,0,2017,"Brice Johnson"
"5222",2.55479416376747,1,2017,"Klay Thompson"
"1552",2.46854291809966,0,2017,"Tyreke Evans"
"732",2.40058577921907,0,2017,"Anthony Brown"
"2712",2.38627933671512,0,2017,"Al Jefferson"
"2802",2.37721505847934,0,2017,"James Johnson"
"3592",2.22176650155938,0,2017,"JaVale McGee"
"1732",2.21292666501094,0,2017,"Danilo Gallinari"
"4232",2.10361354111781,0,2017,"Tony Parker"
"1802",1.98780455004567,0,2017,"Rudy Gay"
"4372",1.9296534132197,0,2017,"Mason Plumlee"
"1542",1.7592837394158,0,2017,"Tyreke Evans"
"2182",1.74120696619694,0,2017,"Manny Harris"
"4362",1.64410164865192,0,2017,"Mason Plumlee"
"4722",1.6197590697588,0,2017,"Ricky Rubio"
"2382",1.55684489039529,0,2017,"Nene Hilario"
"3912",1.55652152310079,0,2017,"Jerryd Bayless"
"4942",1.54354777970266,0,2017,"Ish Smith"
"5742",1.53523988126147,0,2017,"Lou Williams"
"5662",1.5272324898775,0,2017,"Deron Williams"
"4322",1.41328993622505,0,2017,"Elfrid Payton"
"4662",1.4007898975232,0,2017,"Rajon Rondo"
"4072",1.35505230616511,0,2017,"Jusuf Nurkic"
"4992",1.31673158944822,0,2017,"Tiago Splitter"
"2582",1.30380365534274,0,2017,"Andre Iguodala"
"1592",1.29885984102601,0,2017,"Jordan Farmar"
"4812",1.28433264086196,0,2017,"Luis Scola"
"5392",1.27949055549005,0,2017,"Jonas Valanciunas"
"2682",1.26449902508849,0,2017,"Pierre Jackson"
"2252",1.25789073872672,0,2017,"Spencer Hawes"
"1582",1.23292550601696,0,2017,"Kenneth Faried"
"4202",1.21346787553272,0,2017,"Zaza Pachulia"
"3142",1.15945869825033,0,2017,"Ty Lawson"
"4222",1.11475389780898,0,2017,"Jabari Parker"
"2812",1.0965749426896,0,2017,"Joe Johnson"
"1162",1.0846134164995,0,2017,"Jamal Crawford"
"5632",1.06331720041236,0,2017,"Andrew Wiggins"
"2192",1.05305759146501,0,2017,"Tobias Harris"
"2922",0.997613841071866,0,2017,"Terrence Jones"
"1172",0.99505359008914,0,2017,"Jordan Crawford"
"2152",0.985562698076451,0,2017,"Devin Harris"
"3712",0.981259296955642,0,2017,"Brandon Bass"
"2512",0.975140667834707,0,2017,"Marcelo Huertas"
"2492",0.974005186336694,0,2017,"Danuel House"
"2692",0.964430653394094,0,2017,"Reggie Jackson"
"3702",0.96384861676114,0,2017,"Patty Mills"
"3692",0.953948712020571,0,2017,"Mike Miller"
"4122",0.953480181480028,0,2017,"Kyle O'Quinn"
"5492",0.947623038525291,0,2017,"Dion Waiters"
"1562",0.946705585659561,0,2017,"Tyreke Evans"
"4412",0.93098962292288,0,2017,"Michael Beasley"
"5841",0.914682774903504,0,2017,"Metta World"
"1962",0.910913970905438,0,2017,"Marcin Gortat"
"1872",0.873551743188512,0,2017,"Taj Gibson"
"2902",0.85944195202324,0,2017,"Terrence Jones"
"832",0.847013359874282,0,2017,"Jose Calderon"
"2912",0.836583211864086,0,2017,"Terrence Jones"
"4882",0.83548143026588,0,2017,"Ramon Sessions"
"1313",0.829093018130786,0,2017,"Chris Andersen"
"2612",0.828684878859244,0,2017,"Ersan Ilyasova"
"962",0.82444391848245,0,2017,"Tyson Chandler"
"1862",0.805703002586485,0,2017,"Taj Gibson"
"872",0.795923836358784,0,2017,"Clint Capela"
"3212",0.791670090753668,0,2017,"Harrison Barnes"
"6411",0.755459166727264,0,2017,"Trevor Booker"
"2232",0.751420186123881,0,2017,"Spencer Hawes"
"1852",0.745449277059797,0,2017,"Jonathan Gibson"
"4052",0.737819111858557,0,2017,"Jusuf Nurkic"
"3512",0.73553233790312,0,2017,"Matt Barnes"
"892",0.732248062295166,0,2017,"Vince Carter"
"2102",0.732140603253687,0,2017,"Tim Hardaway"
"4562",0.722401567923013,0,2017,"J.J. Redick"
"742",0.713718797348055,0,2017,"Bobby Brown"
"2832",0.701644536181082,0,2017,"Tyler Johnson"
"3292",0.700322117264811,0,2017,"Shawn Long"
"1042",0.69561718551121,0,2017,"Darren Collison"
"2532",0.691914162940726,0,2017,"Kris Humphries"
"3612",0.691754192337601,0,2017,"Will Barton"
"5682",0.672551844223769,0,2017,"Deron Williams"
"5052",0.649106226592079,0,2017,"Jarnell Stokes"
"842",0.647076105816014,0,2017,"Jose Calderon"
"3082",0.643494993701015,0,2017,"Jeremy Lamb"
"4982",0.628960255475854,0,2017,"Marreese Speights"
"4652",0.624470368621099,0,2017,"Sergio Rodriguez"
"822",0.624427536132592,0,2017,"Jose Calderon"
"1052",0.622255375922566,0,2017,"Nick Collison"
"2592",0.621486731339945,0,2017,"Ersan Ilyasova"
"2242",0.6134927626927,0,2017,"Spencer Hawes"
"2222",0.604786977147231,0,2017,"Udonis Haslem"
"5042",0.596840553957325,0,2017,"Lance Stephenson"
"1113",0.580173143800247,0,2017,"Tony Allen"
"1722",0.577325758242141,0,2017,"Channing Frye"
"3982",0.573956124292114,0,2017,"Joakim Noah"
"1422",0.573649575831557,0,2017,"Mike Dunleavy"
"2042",0.563027533685098,0,2017,"Gerald Green"
"972",0.561175255433933,0,2017,"Wilson Chandler"
"2562",0.558180131071601,0,2017,"Serge Ibaka"
"5072",0.553221098923214,0,2017,"Rodney Stuckey"
"4342",0.549202751535838,0,2017,"Paul Pierce"
"5752",0.538996923747474,0,2017,"Marvin Williams"
"5881",0.531843367357522,0,2017,"Joe Young"
"1602",0.506375980686219,0,2017,"Derrick Favors"
"3002",0.504701552483291,0,2017,"Sean Kilpatrick"
"2622",0.497974000945547,0,2017,"Ersan Ilyasova"
"2302",0.496767392185969,0,2017,"Willy Hernangomez"
"2672",0.495468427784111,0,2017,"Demetrius Jackson"
"4512",0.484138242763011,0,2017,"Marco Belinelli"
"3322",0.482189245504276,0,2017,"Robin Lopez"
"5422",0.479616995380533,0,2017,"Anderson Varejao"
"2762",0.475479937317389,0,2017,"Brandon Jennings"
"5352",0.47540824506317,0,2017,"Myles Turner"
"1362",0.470303624086,0,2017,"Toney Douglas"
"4112",0.468140784083108,0,2017,"Johnny O'Bryant"
"5652",0.461975797334404,0,2017,"Alan Williams"
"4642",0.457608193464347,0,2017,"Thomas Robinson"
"4622",0.448702681566505,0,2017,"Brian Roberts"
"3032",0.447313843135748,0,2017,"Kyle Korver"
"1882",0.445536362788376,0,2017,"Taj Gibson"
"3413",0.437143138903596,0,2017,"Matt Barnes"
"2752",0.436621505152769,0,2017,"Brandon Jennings"
"4752",0.432269902730378,0,2017,"D'Angelo Russell"
"2552",0.425109455548583,0,2017,"Serge Ibaka"
"4382",0.422894560104046,0,2017,"Mason Plumlee"
"682",0.420492572387169,0,2017,"Corey Brewer"
"5472",0.410635119638736,0,2017,"Sasha Vujacic"
"3732",0.408777099235214,0,2017,"Nikola Mirotic"
"2522",0.404057587126403,0,2017,"Josh Huestis"
"3012",0.402775578459634,0,2017,"Leandro Barbosa"
"3672",0.397527090711405,0,2017,"Khris Middleton"
"1182",0.382766403142098,0,2017,"Jae Crowder"
"1952",0.374225035338268,0,2017,"Eric Gordon"
"2742",0.371119043950495,0,2017,"Brandon Jennings"
"3632",0.367849957789378,0,2017,"Josh McRoberts"
"3122",0.365812994084308,0,2017,"Joffrey Lauvergne"
"6011",0.364905888807549,0,2017,"Andrew Bogut"
"1332",0.359308235924797,0,2017,"Boris Diaw"
"4832",0.356066692155854,0,2017,"Thabo Sefolosha"
"3492",0.355292517228603,0,2017,"T.J. McConnell"
"5911",0.354814676705419,0,2017,"Andrew Bogut"
"5022",0.35475621662116,0,2017,"Lance Stephenson"
"4542",0.351059381320552,0,2017,"Julius Randle"
"5102",0.346247486253155,0,2017,"Steven Adams"
"1402",0.340817185510478,0,2017,"Mike Dunleavy"
"2312",0.340470513148313,0,2017,"Trevor Ariza"
"3042",0.338801227595618,0,2017,"Kyle Korver"
"4282",0.3360828026456,0,2017,"Adreian Payne"
"2342",0.335664841195849,0,2017,"Roy Hibbert"
"1932",0.334693637055952,0,2017,"Archie Goodwin"
"3892",0.328296505431476,0,2017,"Shabazz Napier"
"3992",0.326033694921752,0,2017,"Nerlens Noel"
"3313",0.323868572248644,0,2017,"Matt Barnes"
"5012",0.316037422249576,0,2017,"Lance Stephenson"
"1262",0.315274264643972,0,2017,"Dewayne Dedmon"
"5851",0.313891839223534,0,2017,"Brandan Wright"
"4062",0.313549624592704,0,2017,"Jusuf Nurkic"
"4452",0.312772765336739,0,2017,"Kristaps Porzingis"
"6211",0.309848872441179,0,2017,"Joel Bolomboy"
"4782",0.309845413472579,0,2017,"Dario Saric"
"3642",0.308337242682679,0,2017,"Jodie Meeks"
"1412",0.305401228575005,0,2017,"Mike Dunleavy"
"3352",0.304218171970984,0,2017,"John Lucas"
"4462",0.303459414645398,0,2017,"Dwight Powell"
"654",0.301373371184115,0,2017,"Avery Bradley"
"5901",0.297335328701528,0,2017,"Thaddeus Young"
"2212",0.297260244203786,0,2017,"Joel Anthony"
"3022",0.29253135780294,0,2017,"Kyle Korver"
"3013",0.291936916121116,0,2017,"Brandon Knight"
"1712",0.288359047487603,0,2017,"Tim Frazier"
"1032",0.28681243700013,0,2017,"Norris Cole"
"5811",0.285015057514318,0,2017,"Bojan Bogdanovic"
"2892",0.283227488779645,0,2017,"James Jones"
"4252",0.281795896683004,0,2017,"Lamar Patterson"
"1612",0.281429104094647,0,2017,"Justin Anderson"
"2462",0.280240314775353,0,2017,"Richaun Holmes"
"792",0.277603503187584,0,2017,"Alec Burks"
"922",0.276855061772868,0,2017,"Omri Casspi"
"4012",0.276587571420311,0,2017,"Nerlens Noel"
"5232",0.275462654703546,0,2017,"Tristan Thompson"
"692",0.273874084429597,0,2017,"Malcolm Brogdon"
"3213",0.272742463599504,0,2017,"Jon Leuer"
"1912",0.271134057549205,0,2017,"Archie Goodwin"
"4502",0.267626503394472,0,2017,"Tim Quarterman"
"3802",0.267570704340741,0,2017,"Anthony Morrow"
"2572",0.256644872143132,0,2017,"Serge Ibaka"
"1202",0.256201959531707,0,2017,"Seth Curry"
"5712",0.255390222898701,0,2017,"Bojan Bogdanovic"
"702",0.253350432009651,0,2017,"Aaron Brooks"
"2613",0.253053239242545,0,2017,"D.J. Augustin"
"1632",0.252546870685771,0,2017,"Raymond Felton"
"4872",0.250898052878842,0,2017,"Kevin Seraphin"
"5921",0.244385937469782,0,2017,"Tyler Zeller"
"4152",0.241633151790797,0,2017,"Victor Oladipo"
"3762",0.241364926733974,0,2017,"Marcus Morris"
"4572",0.241073981779807,0,2017,"Willie Reed"
"5612",0.23787835901435,0,2017,"Bojan Bogdanovic"
"4002",0.23670999571155,0,2017,"Nerlens Noel"
"5103",0.236385835828121,0,2017,"Edy Tavares"
"2132",0.235808621316007,0,2017,"Justin Harper"
"3092",0.234326066808252,0,2017,"Nicolas Laprovittola"
"1662",0.232062226946094,0,2017,"Yogi Ferrell"
"3102",0.230670910295034,0,2017,"Joffrey Lauvergne"
"5821",0.227710179663389,0,2017,"Jeff Withey"
"2142",0.225984395494578,0,2017,"Montrezl Harrell"
"3392",0.225890996990398,0,2017,"Ian Mahinmi"
"3913",0.225872897444897,0,2017,"Gary Neal"
"902",0.225798694123176,0,2017,"Michael Carter-Williams"
"712",0.224417908012206,0,2017,"Alexis Ajinca"
"4432",0.224359426593915,0,2017,"Otto Porter"
"4113",0.223109081949966,0,2017,"Kent Bazemore"
"1613",0.222054238450193,0,2017,"Kay Felder"
"4813",0.221546548575169,0,2017,"Anthony Bennett"
"2962",0.22086260127202,0,2017,"Frank Kaminsky"
"3432",0.21845415562009,0,2017,"Wesley Matthews"
"5912",0.217756350532943,0,2017,"Cody Zeller"
"952",0.216593845344003,0,2017,"Willie Cauley-Stein"
"1913",0.216498557535765,0,2017,"Ryan Anderson"
"2282",0.215213850724797,0,2017,"John Henson"
"4162",0.214327061529318,0,2017,"Kelly Olynyk"
"5342",0.212944904669033,0,2017,"Evan Turner"
"2062",0.212515317382725,0,2017,"Jeff Green"
"1472",0.21163509654296,0,2017,"Wayne Ellington"
"2372",0.208736535685907,0,2017,"Buddy Hield"
"5092",0.208206792235803,0,2017,"Edy Tavares"
"3113",0.207431181319597,0,2017,"Joffrey Lauvergne"
"4092",0.206939923529465,0,2017,"Johnny O'Bryant"
"2782",0.204862303388748,0,2017,"Amir Johnson"
"5112",0.202358035920842,0,2017,"Edy Tavares"
"2952",0.201680950849164,0,2017,"Cory Joseph"
"2602",0.200639628771519,0,2017,"Ersan Ilyasova"
"5861",0.200199242126201,0,2017,"Delon Wright"
"3872",0.198963315791728,0,2017,"Mike Muscala"
"5242",0.197937438946948,0,2017,"Marcus Thornton"
"4032",0.195202624143561,0,2017,"Steve Novak"
"2732",0.194218490822944,0,2017,"John Jenkins"
"1462",0.192806984711047,0,2017,"Henry Ellenson"
"4822",0.192126194513578,0,2017,"Mike Scott"
"3382",0.191590102293251,0,2017,"Shelvin Mack"
"6311",0.191449835758309,0,2017,"Devin Booker"
